time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-06 00:00:00+00:00,9,9,18.0,1.0
2025-09-07 00:00:00+00:00,11,10,10.0,1.0
2025-09-08 00:00:00+00:00,2,2,6.0,2.0
2025-09-09 00:00:00+00:00,1,1,,
2025-09-10 00:00:00+00:00,2,2,3.0,1.0
2025-09-11 00:00:00+00:00,1,1,1.0,1.0
2025-09-12 00:00:00+00:00,1,1,2.0,1.0
2025-09-13 00:00:00+00:00,1,1,1.0,1.0
2025-09-14 00:00:00+00:00,10,10,12.0,2.0
2025-09-15 00:00:00+00:00,2,2,11.0,1.0
2025-09-16 00:00:00+00:00,4,2,2.0,1.0
2025-09-18 00:00:00+00:00,7,7,,
