time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-10 00:00:00+00:00,1,1,,
2025-10-12 00:00:00+00:00,1,1,,
2025-10-15 00:00:00+00:00,4,1,,
2025-10-16 00:00:00+00:00,6,3,,
2025-10-17 00:00:00+00:00,5,3,,
