url_path,views_total,views_unique
/rgglez/svelte-i18n/blob/f55fa0850a1501b8e53c39c0213e779a8bd91a75/docs/Formatting.md,3,1
/rgglez/svelte-i18n/blob/HEAD/docs/Getting Started.md,2,2
/rgglez/svelte-i18n,1,1
/rgglez/svelte-i18n/blob/HEAD/LICENSE,1,1
/rgglez/svelte-i18n/blob/f55fa0850a1501b8e53c39c0213e779a8bd91a75/docs/Methods.md,1,1
/rgglez/svelte-i18n/tree/f55fa0850a1501b8e53c39c0213e779a8bd91a75/docs,1,1
