time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-07 00:00:00+00:00,2,2,,
2025-09-09 00:00:00+00:00,15,13,24.0,1.0
2025-09-13 00:00:00+00:00,1,1,,
2025-09-16 00:00:00+00:00,1,1,,
