url_path,views_total,views_unique
/rgglez/svelte-alerts,6,6
/rgglez/svelte-alerts/blob/main/src/index.svelte,1,1
/rgglez/svelte-alerts/blob/main/src/store.js,1,1
/rgglez/svelte-alerts/tree/main/src,1,1
